fulldate,date,post_frequency,year,month,day,hour,dow,Wkend,dowNum,permalink,post,theme,type,countries,posted,total_reach,paid_reach,viral_reach,impressions,paid_impressions,engaged_users,engagement_rate,comments,likes,shares,link_clicks,photo_views,video_plays,other_clicks,interactions
18-Sep,18-Sep,1,2013,9,18,15,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151850283584076:0,Fans <3 our Ashley bow ballet flats—what’s your favorite Banana Republic staple? http://brstyl.es/19eUOLx,,Photo,,9/18/2013 15:16,69344,0,1403,144061,0,2539,0.04,22,749,40,87,1416,,824,811
19-Sep,19-Sep,2,2013,9,19,11,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151853513869076:0,Celebrating our 35th by sharing inspiring stores from other Bay Area entrepreneurs we admire. Meet Rob Forbes of PUBLIC Bikes: http://bit.ly/1dsV10E,,Photo,,9/19/2013 11:44,39008,0,318,81682,0,1437,0.04,23,197,8,16,1091,,275,228
19-Sep,19-Sep,2,2013,9,19,15,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151853922894076:0,Win this SF-themed gift box from Sesame! Last day to enter the #mySFmoment photo contest http://bit.ly/17AL5QN,,Photo,,9/19/2013 15:10,61696,0,1714,131814,0,2150,0.04,15,319,17,159,1229,,760,351
20-Sep,20-Sep,1,2013,9,20,15,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151856053154076:0,Friday night never smelled so good.  Meet our newest fragrances:  Wildblue Noir (his) + Wildbloom Rouge (hers),,Photo,,9/20/2013 15:17,41952,0,932,78137,0,1688,0.04,11,448,23,4,1121,,289,482
21-Sep,21-Sep,1,2013,9,21,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151857660014076:0,"Where are you shopping today? (photo taken at our Roppongi Hills, Tokyo store)",,Photo,,9/21/2013 12:00,56992,0,1693,101816,0,3146,0.06,51,1425,39,6,1451,,703,1515
22-Sep,22-Sep,1,2013,9,22,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10151859815589076:0,"It's official, fall is here! Need a wardrobe refresh? Right this way » http://brstyl.es/Z5MUlb",,Photo,,9/22/2013 12:00,52432,0,1248,101831,0,2690,0.05,33,667,31,120,1524,,895,731
24-Sep,24-Sep,2,2013,9,24,15,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151864585389076:0,Shift into fall with this covet-worthy peplum dress http://brstyl.es/15qFL4g,,Photo,,9/24/2013 15:00,72544,0,1205,137160,0,4178,0.06,27,763,27,94,3228,,864,817
24-Sep,24-Sep,2,2013,9,24,17,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151864825639076:0,"Thanks to everyone who entered the #mySFmoment Photo Contest, our 10 finalists have been selected.   Now, place your vote to pick the grand prize winner! http://on.fb.me/1eFjToY",,Photo,,9/24/2013 17:39,34624,0,46,76196,0,1568,0.05,1,120,1,70,1200,,322,122
26-Sep,26-Sep,2,2013,9,26,10,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151868194169076:0,"As the official formal wear supplier of Oracle Team USA, we’re thrilled to congratulate the team on their incredible victory in the America’s Cup!",,Photo,,9/26/2013 10:07,38160,0,1379,65459,0,2407,0.06,11,780,29,4,1570,,429,820
26-Sep,26-Sep,2,2013,9,26,14,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151868605279076:0,"In celebration of our 35th, we teamed up with HonestlyWTF to spotlight Bay Area entrepreneurs who embody that same special pioneering spirit from which Banana Republic was created.  Meet the ladies of Casa De Chocolates http://bit.ly/16CZzM2",,Photo,,9/26/2013 14:23,42304,0,83,86390,0,2885,0.07,3,182,4,26,2324,,690,189
27-Sep,27-Sep,2,2013,9,27,9,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151870024979076:0,Customers <3 the Presidio Hobo http://brstyl.es/18sJs8l,,Photo,,9/27/2013 9:00,22744,0,303,45463,0,1729,0.08,5,201,11,16,1439,,230,217
27-Sep,27-Sep,2,2013,9,27,12,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151870312634076:0,"Now hiring for the holidays! Enjoy discounts across Gap Inc, flexible hours & opportunities for career advancement.  Click here: http://on.fb.me/18okO6M",,Photo,,9/27/2013 12:00,40976,0,2986,83801,0,2340,0.06,24,398,86,81,1379,,762,508
28-Sep,28-Sep,1,2013,9,28,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151872309579076:0,Weekend style tip for him http://brstyl.es/18oqIWl,,Photo,,9/28/2013 12:30,37936,0,662,75928,0,2502,0.07,4,459,24,44,1892,,511,487
29-Sep,29-Sep,1,2013,9,29,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10151874304554076:0,"Meet the Abby Ballet Flat, a customer favorite http://brstyl.es/1fKCcrN",,Photo,,9/29/2013 12:00,70656,0,1546,144777,0,5274,0.08,32,811,25,268,3742,,1706,868
30-Sep,30-Sep,2,2013,9,30,13,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151876488549076:0,Congratulations to the #mySFmoment contest finalists!  VOTE now to choose the winner: http://on.fb.me/1eFjToY,,Photo,,9/30/2013 13:43,25440,0,75,57142,0,1842,0.07,,77,2,38,1556,,281,79
30-Sep,30-Sep,2,2013,9,30,14,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151876626194076:0,Just In: Autumn's standout styles http://brstyl.es/Z5MUlb,,Photo,,9/30/2013 14:57,75424,0,1235,153573,0,4694,0.06,7,809,32,204,3174,,1596,848
1-Oct,1-Oct,1,2013,10,1,14,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151878649389076:0,GQ Executive Stylist Brett Fahlgren translates fall’s top trends. See it on Pinterest: http://bit.ly/1dULsYk,,Photo,,10/1/2013 14:43,39280,0,958,77334,0,2555,0.07,12,447,35,69,1884,,603,494
2-Oct,2-Oct,1,2013,10,2,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151880052774076:0,"""Like"" if you <3 this vibrant hue http://brstyl.es/16ERFHh",,Photo,,10/2/2013 9:00,26848,0,791,53676,0,2399,0.09,14,382,26,9,1868,,499,422
3-Oct,3-Oct,1,2013,10,3,13,Thu,0,5,https://www.facebook.com/media/set/?set=ms.10151882712634076.10151882712649076.10151882712724076.10151882712669076.bps.a.10151882712504076.1073741829.15524934075&type=1,"A look at fall favorites, hand-picked & styled by our fans",,Photo,,10/3/2013 13:51,114624,0,1583,200409,0,12504,0.11,42,603,27,7,8656,,6448,672
4-Oct,4-Oct,2,2013,10,4,14,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151884925164076:0,"Come pin with us, we're sharing a fall trend report with tips from the editors of InStyle! http://bit.ly/1ce7Q0Y",,Photo,,10/4/2013 14:43,65280,0,1031,135393,0,4784,0.07,4,564,37,102,3962,,1668,605
4-Oct,4-Oct,2,2013,10,4,18,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151885169904076:0,A real conversation starter http://brstyl.es/GzML37,,Photo,,10/4/2013 18:00,38528,0,1078,78295,0,2994,0.08,27,847,33,68,1923,,603,907
5-Oct,5-Oct,1,2013,10,5,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151886334054076:0,Cheers to a stylish weekend! http://brstyl.es/18oqIWl,,Photo,,10/5/2013 9:10,44064,0,1024,87424,0,2976,0.07,40,691,40,68,2026,,747,771
6-Oct,6-Oct,1,2013,10,6,18,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10151889482014076:0,A perfect carryall for all the day's essentials—and then some http://brstyl.es/15Jwu25,,Photo,,10/6/2013 18:00,46144,0,859,94013,0,3202,0.07,9,697,19,128,2084,,834,725
7-Oct,7-Oct,1,2013,10,7,15,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151891613859076:0,Shop our selects http://brstyl.es/19fMKOF,,Photo,,10/7/2013 15:00,50176,0,1701,101378,0,3162,0.06,23,825,48,99,2064,,875,896
8-Oct,8-Oct,1,2013,10,8,18,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151894001899076:0,Fall layers http://brstyl.es/18oqIWl,,Photo,,10/8/2013 18:14,66624,0,1601,128875,0,3970,0.06,51,1112,36,118,2622,,950,1199
9-Oct,9-Oct,1,2013,10,9,12,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151895575464076:0,"A stylish, professional work wardrobe? Now that's something to smile about. http://brstyl.es/16Qsu64",,Photo,,10/9/2013 12:38,72608,0,617,152225,0,4176,0.06,18,540,17,198,2812,,1522,575
10-Oct,10-Oct,1,2013,10,10,18,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151897965194076:0,Go from desk to date night in our Regalia Drop Earrings http://brstyl.es/1hAOGAj,,Photo,,10/10/2013 18:00,41296,0,381,88161,0,2274,0.06,10,444,18,75,1594,,487,472
11-Oct,11-Oct,1,2013,10,11,18,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151899741214076:0,Classic good looks http://brstyl.es/161nDcf,,Photo,,10/11/2013 18:00,43952,0,480,89578,0,2573,0.06,13,563,35,52,1874,,514,611
12-Oct,12-Oct,1,2013,10,12,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151901143679076:0,Welcome the weekend in style http://brstyl.es/18oqIWl,,Photo,,10/12/2013 12:00,42288,0,671,87848,0,2627,0.06,7,492,23,49,1967,,580,522
13-Oct,13-Oct,1,2013,10,13,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10151903162024076:0,Need a perfect-size carryall? Our Joanna tote is a favorite! http://brstyl.es/18W8Xi0,,Photo,,10/13/2013 12:30,39248,0,260,86152,0,2422,0.06,8,347,19,54,1898,,452,374
14-Oct,14-Oct,2,2013,10,14,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151904958689076:0,Time for a new coat? Bundle up http://brstyl.es/19rcCmR,,Photo,,10/14/2013 9:00,70784,0,646,146216,0,4304,0.06,24,689,38,226,2802,,1550,751
14-Oct,14-Oct,2,2013,10,14,10,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151905146859076:0,Ends today! Set sale & celebrate Columbus Day with 40% off your purchase. http://brstyl.es/Z5MUlb,,Photo,United States of America,10/14/2013 10:37,49904,0,827,115187,0,2435,0.05,18,172,30,95,1551,,1220,220
15-Oct,15-Oct,1,2013,10,15,14,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151907593294076:0,Fall essentials for the modern gentleman http://brstyl.es/18oqIWl,,Photo,,10/15/2013 14:39,65664,0,1084,135073,0,3820,0.06,17,904,57,110,2558,,1074,978
16-Oct,16-Oct,1,2013,10,16,15,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151909646674076:0,"Small bag, big statement. http://brstyl.es/173gjmu",,Photo,,10/16/2013 15:00,54144,0,1100,112811,0,3538,0.07,8,749,29,112,2472,,854,786
17-Oct,17-Oct,1,2013,10,17,12,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151911279904076:0,SNEAK PEEK: a look inside our Spring '14 preview event—who's excited?   (photo by @manuelsantelices),,Photo,,10/17/2013 12:37,53248,0,619,97957,0,3464,0.07,2,757,18,8,2541,,779,777
18-Oct,18-Oct,1,2013,10,18,12,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151913109334076:0,Go desk to date night with this beauty http://brstyl.es/17gPPcF,,Photo,,10/18/2013 12:10,59072,0,817,117838,0,4460,0.08,26,654,31,88,3616,,824,711
19-Oct,19-Oct,1,2013,10,19,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151915255874076:0,"When temperatures drop, what's your outerwear style? http://brstyl.es/19rcCmR",,Photo,,10/19/2013 12:30,69952,0,1010,131388,0,4272,0.06,35,958,48,206,2856,,1198,1041
20-Oct,20-Oct,1,2013,10,20,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10151917263484076:0,Tuxedo bow belt: the perfect finishing touch http://brstyl.es/173k0bU,,Photo,,10/20/2013 12:30,89216,0,1182,173549,0,7492,0.08,29,1175,46,176,6108,,1748,1250
21-Oct,21-Oct,1,2013,10,21,12,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151919366194076:0,Get a first look: http://brstyl.es/1bWSZbT,,Photo,,10/21/2013 12:39,83808,0,1136,169943,0,5072,0.06,10,532,25,340,3940,,1798,567
22-Oct,22-Oct,1,2013,10,22,15,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151921820474076:0,"New Heritage Collection arrivals (cozy layers, galore) http://brstyl.es/16Qsu64",,Photo,,10/22/2013 15:25,68576,0,1079,159567,0,4602,0.07,12,948,62,244,3288,,1642,1022
23-Oct,23-Oct,2,2013,10,23,10,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151923204229076:0,Blogger 'Coral Court' pairs her Heritage Chunky Cable Knit with a little shine http://bit.ly/1a9ZwLe,,Photo,,10/23/2013 10:27,67968,0,934,154777,0,5622,0.08,44,899,36,128,4354,,1700,979
23-Oct,23-Oct,2,2013,10,23,15,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151923798744076:0,"We're hiring for the holidays! Enjoy great perks like a discount across Gap Inc, flexible hours & room for growth.  Learn more: http://on.fb.me/18okO6M",,Photo,,10/23/2013 15:42,51040,0,2940,113921,0,2729,0.05,24,631,100,153,1487,,941,755
24-Oct,24-Oct,1,2013,10,24,15,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151925760049076:0,Cold calls: fall essentials  http://brstyl.es/19BgMKp,,Photo,,10/24/2013 15:00,57888,0,1097,99879,0,3158,0.06,29,984,47,79,2056,,835,1060
25-Oct,25-Oct,1,2013,10,25,12,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151927539554076:0,Friday arm candy. Which color suits your mood?   go neutral: http://brstyl.es/HgAO3h go bright: http://brstyl.es/1694XKK,,Photo,,10/25/2013 12:00,37680,0,477,68518,0,1980,0.05,21,337,16,29,1444,,419,374
26-Oct,26-Oct,1,2013,10,26,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151929882389076:0,Take your pick of the season's warmest layers http://brstyl.es/1bnojf7,,Photo,,10/26/2013 12:30,29088,0,217,55186,0,1958,0.07,7,360,10,35,1466,,330,377
27-Oct,27-Oct,1,2013,10,27,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10151932568554076:0,For rainier days ahead http://brstyl.es/17P2J0K,,Photo,,10/27/2013 12:10,162304,0,10500,298469,0,16464,0.1,344,3087,267,1193,12400,,4784,3698
28-Oct,28-Oct,1,2013,10,28,14,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151935806204076:0,Perfect for fall: blogger ‘Mix & Match Fashion’ pairs her Sloan windowpane pant with a rich hue http://bit.ly/1g7OBYA,,Photo,,10/28/2013 14:18,48368,0,415,93536,0,3762,0.08,15,567,15,60,2952,,966,597
29-Oct,29-Oct,2,2013,10,29,11,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151938193749076:0,New Arrivals! See our hand-picked favorites http://brstyl.es/1acfZfI,,Photo,,10/29/2013 11:57,65824,0,1584,131103,0,3812,0.06,31,994,60,134,2260,,1604,1085
29-Oct,29-Oct,2,2013,10,29,15,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151938568564076:0,A little shine. A lot of luxe. Flat-out fabulous. http://brstyl.es/1citu0U,,Photo,,10/29/2013 15:11,63264,0,910,126041,0,3526,0.06,38,970,37,128,2092,,1159,1045
30-Oct,30-Oct,3,2013,10,30,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151940804479076:0,"Comment below with one word that best describes the season!  ""Fall is ____________.""",,Photo,,10/30/2013 9:00,55616,0,1189,88647,0,2453,0.04,214,472,29,2,1455,,824,715
30-Oct,30-Oct,3,2013,10,30,11,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151940947329076,"Can you do the #VXsafetydance?  We’re loving Virgin America's new safety video, those life vest robots can really move in our Tailored Slim-fit suits! Click to watch.",,Link,,10/30/2013 11:00,66144,0,741,116636,0,1059,0.02,30,187,21,451,,202,339,238
30-Oct,30-Oct,3,2013,10,30,18,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151941897774076:0,"Après Ski shop now open! Chunky knits, cozy cables & Fair Isles await http://brstyl.es/1f2wksA",,Photo,,10/30/2013 18:00,50128,0,524,96346,0,2367,0.05,16,547,26,109,1489,,706,589
31-Oct,31-Oct,2,2013,10,31,9,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151943601744076:0,"It might not be very spooky, but this jack-o-lantern in our Tokyo office made us smile :)  Happy Halloween!",,Photo,,10/31/2013 9:00,27536,0,432,46091,0,1703,0.06,18,494,30,1,1153,,205,542
31-Oct,31-Oct,2,2013,10,31,14,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151944378544076:0,Kick your wardrobe up a notch with this cool-guy boot http://brstyl.es/16I8B0C,,Photo,,10/31/2013 14:15,51776,0,1390,100311,0,2634,0.05,38,667,53,107,1582,,793,758
1-Nov,1-Nov,1,2013,11,1,15,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10151947383064076:0,Weekend Reading: Check out our new Flipboard magazine! http://bit.ly/1aPxy9M,,Photo,,11/1/2013 15:27,51584,0,910,100232,0,2761,0.05,7,534,34,182,1864,,930,575
2-Nov,2-Nov,1,2013,11,2,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151950179769076:0,9to5 Chic talks life's little luxuries: http://bit.ly/1iBraDJ  How do you treat yourself?,,Photo,,11/2/2013 12:30,45424,0,179,82869,0,2873,0.06,9,441,13,118,2150,,593,463
3-Nov,3-Nov,1,2013,11,3,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10151952877199076:0,Bundle up! http://brstyl.es/1aP8wps,,Photo,,11/3/2013 12:30,40624,0,264,78289,0,2058,0.05,8,590,12,61,1241,,458,610
4-Nov,4-Nov,2,2013,11,4,8,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151955023999076:0,"We teamed up with Rue La La to share even more styles inspired by our Street of Shops, check it out! http://rue.la/16TbxYp",,Photo,,11/4/2013 8:49,57728,0,457,121189,0,2589,0.05,6,473,19,120,1380,,1046,498
4-Nov,4-Nov,2,2013,11,4,14,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151955867034076:0,Monday pick-me-up: Liz of Late Afternoon's leopard favorites from our print shop! http://ow.ly/qulKy,,Photo,,11/4/2013 14:55,42560,0,2368,81141,0,1995,0.05,37,591,42,66,1181,,462,670
5-Nov,5-Nov,2,2013,11,5,11,Tue,0,3,https://www.facebook.com/media/set/?set=ms.10151958189314076.10151958189319076.10151958189304076.10151958189389076.bps.a.10151958189214076.1073741830.15524934075&type=1,Coming 12/5 - #BRLWren Collection,,Photo,,11/5/2013 11:54,89504,0,1456,171067,0,6640,0.07,29,457,26,8,5208,,3340,512
5-Nov,5-Nov,2,2013,11,5,15,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10151958624834076:0,Go glam http://brstyl.es/1dL7VHP,,Photo,,11/5/2013 15:30,37136,0,408,69712,0,1669,0.05,10,289,9,72,1133,,372,308
6-Nov,6-Nov,1,2013,11,6,15,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151961965024076:0,"We're crazy for soft, cozy fair isle styles http://brstyl.es/1cCBPAI",,Photo,,11/6/2013 15:00,43040,0,550,81185,0,1794,0.04,24,383,14,47,1178,,456,421
7-Nov,7-Nov,2,2013,11,7,9,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151968239909076:0,Join the conversation: #ThanksTwitter,,Photo,,11/7/2013 9:16,20336,0,632,34260,0,1215,0.06,4,160,14,3,983,,144,178
7-Nov,7-Nov,2,2013,11,7,18,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10151969486604076:0,Cozy meets chic http://brstyl.es/1b5oJH3,,Photo,,11/7/2013 18:00,75776,0,1764,134366,0,3808,0.05,22,901,38,312,2298,,1130,961
8-Nov,8-Nov,1,2013,11,8,12,Fri,0,6,https://www.facebook.com/media/set/?set=ms.10151971083214076.10151971083119076.10151971083104076.10151971083099076.10151971083194076.bps.a.10151971082999076.1073741831.15524934075&type=1,We teamed up with Rachel of Pink Peonies to style her favorite looks from our Candy Shop: http://bit.ly/17CBZX5,,Photo,,11/8/2013 12:39,43904,0,39,87987,0,3148,0.07,,81,3,70,1578,,2090,84
9-Nov,9-Nov,2,2013,11,9,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151973333389076:0,Apres Ski style done right. See how Justin of Scout 16 styled the collection http://bit.ly/HuISNI,,Photo,,11/9/2013 12:30,33056,0,130,61132,0,1649,0.05,5,258,3,41,1225,,331,266
9-Nov,9-Nov,2,2013,11,9,15,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10151973595104076:0,"A peek inside our new Canary Wharf, London store. Where are you shopping this weekend?",,Photo,,11/9/2013 15:00,88576,0,3116,149569,0,5144,0.06,69,2518,65,2,2426,,1526,2652
10-Nov,10-Nov,1,2013,11,10,12,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10151975335244076:0,Downright striking http://brstyl.es/1hh0QDu,,Photo,,11/10/2013 12:00,120768,0,6252,205705,0,9604,0.08,203,3237,178,766,5524,,2764,3618
11-Nov,11-Nov,2,2013,11,11,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151977873324076:0,Perfect for work AND play http://brstyl.es/1bg9SIh,,Photo,,11/11/2013 9:00,31536,0,122,55566,0,1475,0.05,6,251,8,41,1063,,283,265
11-Nov,11-Nov,2,2013,11,11,15,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10151978606214076:0,Psst..we just made over our Rockefeller Center store in NYC & you’re invited to our grand re-opening this Friday!   Event Info: http://brstyl.es/HJEY3J  More photos (by Ann Street Studio): http://bit.ly/17r3XV8,,Photo,,11/11/2013 15:00,65280,0,2346,114433,0,3426,0.05,57,1223,68,172,1827,,1199,1348
12-Nov,12-Nov,1,2013,11,12,15,Tue,0,3,https://www.facebook.com/photo.php?v=10151981415244076,WARNING: He Spoke Style’s charm & our Tailored Fit Velvet Blazer are an irresistible combination.   See more: www.hespokestyle.com #OpenForJoy,,Video,,11/12/2013 15:19,54128,0,1159,94053,0,1515,0.03,5,156,16,37,,1279,323,177
13-Nov,13-Nov,2,2013,11,13,13,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10151983330044076:0,#NYC fans: come celebrate the grand re-opening of our Rockefeller Center store this Friday.  Live performance from St. Lucia & refreshments provided by Cameron Hughes Wine!   http://brstyl.es/HJEY3J,,Photo,,11/13/2013 13:52,58944,0,1095,92080,0,2779,0.05,37,983,33,43,1663,,729,1053
